Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Applicant_per_position
Social Media Moderator,Full Time,on-site,Good Wood,Giza,56,111.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['accounts', 'communication', 'communication', 'english', 'manage', 'microsoft', 'social', 'social media', 'media', 'community engagement', 'online community building', 'moderation', 'social media analytics', 'social media strategy', 'content scheduling']",both,502,2.0,5.0,Smart Village,111.0
Social Media Moderator,Full Time,on-site,Not Specified,cairo,19,231.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['communication', 'e-marketing', 'communication', 'media', 'moderation', 'social media', 'marketing', 'social']",both,502,0.0,1.0,Heliopolis,115.0
Social Media Moderator,Full Time,on-site,First Capital Investment,cairo,17,139.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['communication', 'social media', 'marketing', 'online', 'sales']",both,502,2.0,3.0,Maadi,139.0
Social Media Specialist,Full Time,on-site,Waritex Egypt,Sharqia,56,26.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Marketing/PR/Advertising,"['e-marketing', 'e-commerce', 'content creation', 'communication', 'social media', 'marketing', 'commerce', 'content', 'media', 'social']",Female,502,1.0,3.0,10th of Ramadan City,26.0
Social Media Specialist,Part Time,on-site,Not Specified,Giza,56,73.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Marketing/PR/Advertising,"['communication', 'digital marketing', 'e-marketing', 'facebook', 'marketing', 'search engine optimization', 'social media', 'communications', 'digital marketing', 'media', 'social', 'digital']",Female,502,3.0,5.0,Giza,73.0
Social Media Specialist,Full Time,on-site,Etisal EG,cairo,24,111.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'e-marketing', 'media', 'social media', 'content', 'writing']",both,502,1.0,3.0,New Cairo,111.0
Social Media Specialist,Part Time,on-site,Jawwid Academy,cairo,28,104.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['marketing', 'social media specialist', 'social media', 'media', 'e-marketing', 'communication', 'digital', 'digital media']",both,502,3.0,5.0,Cairo,104.0
Social Media Specialist,Full Time,on-site,Our Education,cairo,28,39.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'communication', 'communication']",both,502,4.0,,Nasr City,39.0
Social Media Specialist,Full Time,on-site,Smart Dubai setup,cairo,3,32.0,1,Experienced (Non-Manager),Bachelor'S Degree,10000 To 15000 EGP Per Month,Marketing/PR/Advertising,"['communication', 'e-marketing', 'online marketing', 'social media', 'marketing', 'editing', 'digital media', 'digital', 'design', 'media', 'web design', 'writing']",both,502,3.0,7.0,Maadi,32.0
Social Media Specialist,Full Time,on-site,IFT Corporation,cairo,28,31.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Bonus, Medical Insurance.",Marketing/PR/Advertising,"['media', 'online marketing', 'communication', 'digital media', 'e-marketing', 'social media']",both,502,1.0,3.0,Mokattam,31.0
Social Media Specialist,Full Time,on-site,Ebaat For Delivery,Alexandria,28,38.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['social media', 'facebook ads', 'digital marketing', 'e-marketing', 'editing', 'online marketing', 'communication', 'digital', 'digital media', 'design', 'marketing', 'media', 'web design', 'writing']",both,502,1.0,2.0,Bourj Alarab,38.0
Social Media Specialist,Full Time,on-site,Neqabty,Giza,56,109.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Marketing/PR/Advertising,"['social media', 'digital', 'e-marketing', 'digital media', 'design', 'marketing', 'media', 'communication', 'online marketing']",Female,502,1.0,2.0,Dokki,109.0
Social Media Specialist,Full Time,on-site,Sky Medical for Medical Devices,Giza,28,89.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['e-marketing', 'marketing', 'social', 'social media', 'social media specialist', 'specialist', 'media', 'creative', 'copywriting', 'campaigns', 'communication', 'communications']",both,502,2.0,4.0,Mohandessin,89.0
Social Media Specialist,Full Time,on-site,Not Specified,cairo,56,61.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'content creation', 'facebook', 'social media']",both,502,1.0,6.0,New Nozha,61.0
Social Media Specialist,Full Time,on-site,OPPO Egypt,cairo,28,90.0,2,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['communication', 'content', 'content creation', 'e-marketing', 'english', 'marketing', 'social', 'social media', 'campaigns', 'editing', 'design', 'media']",both,502,1.0,3.0,Nasr City,45.0
Social Media Specialist,Full Time,on-site,COSMIC advertising solutions,cairo,12,58.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['communication', 'content', 'e-marketing', 'online marketing', 'social', 'social media', 'creative', 'copywriting', 'marketing', 'media', 'research', 'search engine optimization']",both,502,3.0,5.0,New Cairo,58.0
Social Media Specialist,Full Time,on-site,Misr University for Science and Technology,Giza,26,93.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['digital media', 'editing', 'e-marketing', 'online marketing', 'social media', 'media']",both,502,1.0,3.0,6th of October,93.0
Social Media Specialist,Full Time,on-site,Inspire Contracting,cairo,9,37.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['digital', 'e-marketing', 'digital media', 'design', 'media', 'online marketing', 'social media']",both,502,1.0,5.0,Maadi,37.0
Social Media Specialist,Full Time,on-site,IVEC Contracting,cairo,28,29.0,1,Experienced (Non-Manager),Bachelor'S Degree,10000 To 16000 EGP Per Month,Marketing/PR/Advertising,"['seo e-marketing online marketing creative marketing communication content copywriting research media social social media', 'e-marketing', 'creative design', 'content creation', 'copywriting', 'social media', 'digital media sales', 'campaigns', 'communication', 'content', 'marketing', 'media', 'social', 'creative', 'editing']",both,502,3.0,6.0,New Cairo,29.0
Social Media Specialist,Full Time,on-site,Not Specified,Giza,56,43.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['media buying', 'online marketing', 'social media', 'e-marketing', 'marketing', 'social media marketing', 'business', 'communications', 'digital', 'digital media', 'media', 'social', 'social networking']",both,502,2.0,5.0,6th of October,43.0
Social Media Specialist,Full Time,on-site,Not Specified,cairo,23,28.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['marketing', 'media', 'e-marketing', 'social media', 'communication', 'communication', 'communications', 'planning', 'content', 'social']",both,502,3.0,10.0,Maadi,28.0
Social Media Specialist,Full Time,on-site,Pharmascienta - Nefertari Body Care,cairo,56,94.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Marketing/PR/Advertising,"['marketing', 'e-marketing', 'online marketing', 'communication', 'social media', 'content creation', 'content writing', 'digital media', 'media', 'digital', 'editing', 'social media marketing', 'writing', 'social']",Female,502,3.0,5.0,Zamalek,94.0
Social Media Specialist,Full Time,on-site,Dewan for Real Estate,Alexandria,6,24.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Marketing/PR/Advertising,"['campaigns', 'communication', 'e-marketing', 'social media', 'marketing', 'communication', 'content', 'media', 'social', 'arabic', 'english', 'journalism']",both,502,3.0,,Smouha,24.0
Social Media Specialist,Full Time,on-site,Ninos Kids Wear,cairo,56,35.0,1,Experienced (Non-Manager),Not Specified,"Confidential, Transportation Allowance",Marketing/PR/Advertising,"['communication', 'digital', 'social media', 'online marketing', 'e-marketing']",both,502,3.0,5.0,Maadi,35.0
Social Media Specialist,Full Time,on-site,Electric Charge,cairo,2,27.0,4,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Rewards System",Marketing/PR/Advertising,"['digital media', 'e-marketing', 'digital marketing', 'marketing', 'social media', 'digital marketing diploma', 'snapchat', 'linkedin', 'ksa', 'b2b marketing', 'b2b sales', 'online marketing', 'electrical systems', 'sales target']",both,502,5.0,10.0,New Cairo,6.0
Social Media Strategist,Full Time,on-site,ByGrit,cairo,28,38.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['communication', 'e-marketing', 'marketing', 'social media', 'social media strategist', 'social', 'search engine optimization', 'media', 'content', 'brand', 'web design', 'design']",both,502,3.0,5.0,New Cairo,38.0
Social Media Team Leader,Full Time,on-site,Upper Medic,cairo,26,13.0,1,Manager,Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'media buying', 'social media', 'media', 'content', 'content calendar', 'agency', 'gulf', 'medical']",both,502,3.0,6.0,Maadi,13.0
Social Media and Digital Marketing Specialist,Full Time,on-site,Next,cairo,56,114.0,1,Experienced (Non-Manager),Bachelor'S Degree,3500 To 4000 SAR Per Month,Marketing/PR/Advertising,"['digital', 'digital marketing', 'digital marketing specialist', 'e-marketing', 'social', 'marketing', 'digital marketing', 'social media', 'marketing specialist', 'creative', 'communications', 'communication']",both,502,3.0,5.0,Cairo,114.0
Sr. Media Buyer (Educational),Full Time,on-site,Scope HRD,Giza,26,20.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['buyer', 'campaigns', 'advertising', 'digital marketing', 'digital marketing', 'media buyer', 'social media', 'marketing', 'digital media', 'digital', 'communication', 'media', 'planning']",both,502,3.0,7.0,Giza,20.0
Studio Manager,Full Time,on-site,Carina Wear,cairo,13,12.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['photography', 'media', 'studio', 'videography']",both,502,2.0,3.0,Cairo,12.0
Tele Marketing Agent,Part Time,on-site,Mowaeedi,cairo,28,41.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"6500 To 7000 EGP Per Month, Commission Available Based On Subscription Acquired",Marketing/PR/Advertising,"['customer relationship', 'english', 'customer service', 'customer support', 'business administration', 'communication', 'marketing', 'sales', 'administration']",both,502,1.0,4.0,Ain Shams,41.0
TikTok Creator,Freelance / Project,on-site,Not Specified,cairo,56,27.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"3000 To 5000 EGP Per Month, A More Professional Position May Yield A Higher Bonus.",Marketing/PR/Advertising,"['a tiktok creator', 'tiktok', 'english', 'account', 'writing', 'social media', 'content creation', 'content marketing']",both,502,1.0,7.0,Cairo,27.0
Tour Operator,Full Time,on-site,thebestours int.,cairo,13,25.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions & Bonus",Marketing/PR/Advertising,"['outbound', 'tourism', 'hospitality', 'tour', 'operations', 'sales', 'domestic', 'incoming', 'tour operator', 'travel planning', 'travel', 'hotels', 'sales']",both,502,1.0,,Maadi,12.0
Trade Marketing Manager,Full Time,on-site,International Coffee Industries (Café Najjar Egypt),Giza,16,38.0,1,Manager,Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['communication', 'communication', 'market research', 'marketing', 'fast-moving consumer goods', 'retail', 'social media', 'trade marketing', 'sales']",both,502,5.0,7.0,Hawamdeyya,38.0
Trade Marketing Section Head,Full Time,on-site,Cairo Three A Poultry,cairo,13,42.0,1,Manager,Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'fast-moving consumer goods', 'communication', 'advertising', 'microsoft', 'sales']",both,502,10.0,15.0,New Cairo,42.0
Trade Marketing Section Head,Full Time,on-site,Cairo Three A Poultry,cairo,56,32.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['trade marketing', 'fast-moving consumer goods', 'sales']",both,502,8.0,10.0,New Cairo,32.0
Trade Marketing Senior Executive,Full Time,on-site,Aman,cairo,28,36.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['e-marketing', 'marketing', 'social media', 'trade', 'trade marketing', 'analysis', 'sales performance (spm)', 'retail business', 'retail', 'financial data analysis']",both,502,3.0,5.0,Maadi,36.0
Trade Marketing Specialist,Full Time,on-site,BTC-Egypt Gold,cairo,28,58.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['sales', 'marketing', 'social media', 'trade marketing', 'media', 'english', 'e-marketing', 'computer', 'trade', 'communication', 'mass communication']",both,502,2.0,4.0,Heliopolis,58.0
Trade Marketing Specialist,Full Time,on-site,OPPO Egypt,Alexandria,28,30.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['microsoft', 'trade marketing', 'marketing', 'sales', 'sales', 'communication']",both,502,1.0,,Smouha,30.0
Trade Marketing Specialist,Full Time,on-site,AJE,Giza,26,19.0,5,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'trade marketing', 'fast-moving consumer goods', 'brand visibility', 'brand awareness', 'road shows', 'e commerce']",both,502,1.0,4.0,6th of October,3.0
Trade Marketing Specialist,Full Time,on-site,AJE,Giza,25,19.0,5,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['marketing', 'trade marketing', 'fast-moving consumer goods', 'brand visibility', 'brand awareness', 'road shows', 'e commerce']",both,502,1.0,4.0,6th of October,3.0
Trade Marketing Specialist,Full Time,on-site,United Distributors,cairo,17,30.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['marketing', 'e-marketing', 'trade marketing']",both,502,1.0,3.0,Zamalek,30.0
Trade Marketing Specialist (Alminya),Full Time,on-site,OPPO Egypt,Minya,28,10.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['microsoft', 'trade marketing', 'marketing', 'sales', 'sales', 'communication']",both,502,1.0,3.0,Menia,10.0
Trade Marketing Specialist (Cairo),Full Time,on-site,OPPO Egypt,cairo,2,14.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['marketing', 'market research', 'trade', 'accessories', 'microsoft', 'trade marketing', 'english', 'social media', 'media']",both,502,0.0,1.0,Nasr City,14.0
Training Center Manager,Full Time,on-site,SAFESCIENCE,cairo,8,16.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Marketing/PR/Advertising,"['business administration', 'training', 'training center']",Males Preferred,502,3.0,6.0,Maadi,16.0
Video Creator,Freelance / Project,on-site,GR - Media Agency,cairo,18,40.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['after effects', 'social media', 'digital marketing', 'adobe photoshop', 'adobe premiere', 'video creation', 'video editing', 'marketing', 'digital marketing', 'adobe', 'adobe premiere pro', 'design', 'editing']",both,502,1.0,,Cairo,40.0
Video Editor,Full Time,on-site,Al Hayat Medical Clinics,cairo,56,46.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, KPIS",Marketing/PR/Advertising,"['adobe photoshop', 'digital technology', 'media', 'video', 'video editing']",both,502,1.0,3.0,Mokattam,46.0
Video Editor,Full Time,on-site,ECC Group,cairo,2,9.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['adobe after effects', 'adobe premiere', 'creative', 'final cut', 'motion graphics', 'after effects', 'social media', 'video editing', 'adobe photoshop', 'video', 'media', 'editing']",both,502,1.0,5.0,Nasr City,9.0
Videographer,Full Time,on-site,Aspire International School,cairo,7,13.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['video editing', 'videographer', 'videography', 'video montage', 'event coverage', 'cinematography', 'video shooting', 'video making', 'video design']",both,502,3.0,10.0,New Cairo,13.0
junior marketing officer,Full Time,on-site,Areeba Egypt,cairo,28,84.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['e-marketing', 'marketing', 'marketing campaigns', 'social media', 'social', 'campaigns', 'fintech', 'planning', 'media']",both,502,0.0,2.0,New Cairo,84.0
marketing account manager,Full Time,on-site,The Planet Media Group,Giza,28,109.0,1,Manager,Not Specified,Confidential,Marketing/PR/Advertising,"['account', 'account manager']",both,502,4.0,5.0,6th of October,109.0
media buyer,Full Time,on-site,Naguib Selim,cairo,56,20.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['digital marketing', 'digital media', 'marketing']",both,502,3.0,5.0,Cairo,20.0
media buying expert - E-Commerce Performance Marketing,Full Time,on-site,Not Specified,cairo,56,10.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['ads', 'campaigns', 'digital marketing', 'digital marketing', 'e-commerce', 'facebook', 'google ads', 'google analytics', 'marketing', 'media buying', 'media', 'planning', 'social media']",both,502,3.0,6.0,New Cairo,10.0
performance marketing lead,Full Time,on-site,Sky Distribution,Giza,56,25.0,1,Manager,Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['marketing', 'performance marketing', 'campaigns', 'google ads', 'digital marketing', 'advertising', 'communication', 'google analytics', 'lead generation', 'digital', 'social media', 'performance']",both,502,5.0,7.0,Sheikh Zayed,25.0
senior content creator,Full Time,on-site,النورس للتجاره,cairo,4,21.0,1,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['content creation', 'content', 'content creator', 'content writing', 'digital marketing', 'english', 'marketing', 'search engine optimization', 'social media', 'articles', 'senior content creator', 'web content', 'senior seo', 'analysis', 'social media content', 'strategic plan', 'content plan', 'creative content', 'bachelore degree']",both,502,4.0,10.0,New Nozha,21.0
Account Developer (Sales Outdoor-B2B-HORECA),Full Time,on-site,Fine Hygienic Holding,Giza,56,24.0,4,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business administration', 'english', 'sales', 'business development', 'sales', 'sales target', 'computer', 'administration', 'business', 'horeca', 'business-to-business', 'customer service']",both,428,2.0,4.0,6th of October,6.0
Account Executive,Full Time,on-site,Evalueserve,"Riyadh, Saudi Arabia",23,17.0,1,Manager,Not Specified,Confidential,Business Development,"['business development', 'communication', 'arabic', 'sales', 'account', 'key account']",both,428,5.0,9.0,Riyadh,17.0
Account Management Lead,Full Time,on-site,Giza Seeds and Herbs,Giza,56,21.0,1,Manager,Not Specified,Confidential,Business Development,"['sales target', 'b2b sales', 'commercial sales', 'negotiation', 'communication', 'sales']",both,428,5.0,7.0,Giza,21.0
Account Manager,Full Time,on-site,IT-Gates,cairo,7,30.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['customer', 'account manager', 'account', 'customer service', 'customer support', 'communication', 'customer relationship', 'business administration', 'business', 'account', 'software', 'sales', 'sales', 'sales target']",both,428,1.0,5.0,Nasr City,30.0
Account Manager,Full Time,on-site,LOKAL,cairo,4,35.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions & Profit Share",Business Development,"['sales', 'account manager', 'account', 'customer service', 'sales target', 'manager', 'sales']",both,428,0.0,5.0,Sheraton,35.0
Account Manager,Part Time,on-site,Not Specified,cairo,56,31.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Transportation And Commissions",Business Development,"['account', 'business', 'account manager', 'communication', 'sales target', 'sales', 'customer service', 'sales']",both,428,1.0,3.0,New Cairo,31.0
Account Manager,Full Time,on-site,B.TECH,cairo,25,90.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['corporate', 'corporate sales', 'customer service', 'english', 'sales', 'sales', 'sales target', 'to']",both,428,1.0,3.0,Nasr City,90.0
Account Sales,Full Time,on-site,Jawwid Academy,Giza,56,49.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commission In Dollars",Business Development,"['sales', 'sales', 'sales target', 'customer service', 'communication']",both,428,0.0,3.0,Giza,49.0
Ads Sales Quality Analyst (QA),Full Time,on-site,Genpact,cairo,28,54.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,113000 To 170000 EGP Per Month,Business Development,"['sales', 'quality assurance']",both,428,0.0,3.0,New Cairo,54.0
Affiliate Sales Specialist,Freelance / Project,on-site,Monglish Academy,Alexandria,7,21.0,7,Experienced (Non-Manager),Not Specified,"Confidential, Bonus Based",Business Development,"['communication', 'customer relationship', 'customer service', 'marketing', 'negotiation', 'negotiation', 'sales', 'sales', 'sales target', 'software', 'training']",both,428,1.0,3.0,Alexandria,3.0
Airline Sales Executive,Full Time,on-site,flyadeal Egypt,Giza,28,29.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Benefits During The Year",Business Development,"['sales', 'sales target', 'sales', 'tourism', 'business', 'business administration', 'communication']",both,428,1.0,3.0,Giza,29.0
"Analyst, Business Development",Full Time,on-site,Mastercard Incorporated,"Doha, Qatar",2,,1,Not Specified,Not Specified,Confidential,Business Development,"['business development', 'sales', 'sales', 'sales target', 'marketing', 'information technology (it)', 'business analysis', 'customer service', 'computer science', 'microsoft', 'customer support', 'market research', 'business', 'customer care', 'english', 'engineering', 'business administration']",both,428,,,Doha,
Area Sales Manager (Experienced Non-Manger Position),Full Time,on-site,Sphinx Glass,cairo,56,26.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['customer service', 'communication', 'english', 'engineering', 'negotiation', 'presentation', 'sales target', 'sales', 'sales', 'marketing', 'science']",both,428,3.0,7.0,Maadi,26.0
Area Sales Manager- B2B,Full Time,on-site,Jokey Egypt Industry,cairo,56,20.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Business Development,"['english', 'packaging', 'sales', 'sales', 'sales target', 'travel', 'area sales', 'plastic', 'customer service', 'outdoor sales', 'logistics', 'business-to-business']",Male,428,3.0,5.0,Badr City,20.0
Assets Management Specialist,Full Time,on-site,Egypt Teda,Suez,6,22.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['communication', 'analytical', 'customer care', 'customer service', 'marketing', 'operations', 'contract', 'assets', 'microsoft', 'market research', 'database', 'research']",both,428,1.0,5.0,Ataqah,22.0
Assistant Brand Manager,Full Time,on-site,Arma Non Food,cairo,56,40.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['brand', 'fast-moving consumer goods']",both,428,2.0,3.0,Maadi,40.0
Associate Venture Architect,Full Time,on-site,Venture Architect,cairo,56,11.0,1,Experienced (Non-Manager),Master'S Degree,Confidential,Business Development,"['venture building', 'innoavtion', 'growth hacking', 'venture capital', 'business development', 'startup', 'product development', 'business operations']",both,428,2.0,3.0,Cairo,11.0
Aura area sales manager (Air condition),Full Time,on-site,El Teriak Industrial Group,cairo,56,82.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['business', 'business development', 'development', 'director', 'sales', 'sales', 'sales target', 'communication', 'communication', 'projects', 'customer support', 'marketing', 'planning', 'customer relationship', 'sales planning', 'business-to-business', 'b2b sales', 'home appliances', 'medical equipment']",both,428,7.0,10.0,Cairo,82.0
Automotive Paint Sales Manager,Full Time,on-site,El Teriak Industrial Group,cairo,24,52.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['automotive', 'communication', 'negotiation', 'sales', 'sales', 'sales target']",both,428,2.0,,Cairo,52.0
Automotive Sales Executive,Full Time,on-site,Biddex,cairo,19,13.0,3,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['customer service', 'sales', 'sales executive', 'sales target', 'sales']",both,428,1.0,3.0,Cairo,4.0
Automotive Sales Specialist,Full Time,on-site,Arabeety,cairo,20,16.0,5,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 50000 EGP Per Month, Basic Salary 8k To 10k + Commission And Bonus (Average 30,000K / Month)",Business Development,"['sales', 'sales', 'sales target', 'communication', 'computer', 'microsoft', 'microsoft excel', 'business development', 'logistics', 'customer service', 'communication']",both,428,3.0,,New Cairo,3.0
Automotive Sales Specialist (IMPORT),Full Time,on-site,Not Specified,cairo,11,5.0,5,Experienced (Non-Manager),Bachelor'S Degree,"8000 To 10000 EGP Per Month, Basic Salary + Commission And Bonus (Up To 80k / Month)",Business Development,"['sales', 'sales', 'sales target', 'communication', 'computer', 'microsoft', 'microsoft excel', 'business development', 'logistics', 'customer service', 'communication']",both,428,3.0,,New Cairo,1.0
B 2 B Sales Manager,Full Time,on-site,B.TECH,cairo,56,158.0,1,Manager,Not Specified,Confidential,Business Development,"['business-to-business', 'b2b sales', 'business', 'business administration', 'communication', 'communication', 'marketing', 'negotiation', 'real estate', 'sales', 'sales', 'sales target']",both,428,5.0,10.0,Nasr City,158.0
B 2 B Sales Manager HORECA,Full Time,on-site,Not Specified,cairo,56,94.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['business development', 'channel', 'sales', 'food & beverage', 'horeca sales', 'horeca', 'sales']",both,428,5.0,20.0,Cairo,94.0
B 2 B sales executive,Full Time,on-site,Not Specified,cairo,56,20.0,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['account', 'communication', 'sales', 'negotiation', 'english', 'customer service', 'food & beverage']",both,428,0.0,6.0,Cairo,10.0
B2B Business Development Representative,Full Time,on-site,Crazy Tuna,Giza,24,23.0,3,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Unlimited Commission",Business Development,"['business-to-business', 'b2b sales', 'business development', 'sales', 'sales target', 'sales', 'business', 'business administration', 'communication']",both,428,1.0,,Giza,7.0
B2B Sales (Education Sector),Full Time,on-site,Scope HRD,Giza,28,13.0,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['business-to-business', 'business development', 'communication', 'negotiation', 'sales', 'sales', 'sales target', 'business']",both,428,2.0,10.0,Sheikh Zayed,6.0
B2B Sales -Cairo (Have a Car),Full Time,on-site,Selah ElTelmeez For Publishing & printing,cairo,4,5.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonuses, Profite Share",Business Development,"['sales', 'sales target', 'business-to-business', 'negotiation', 'communication', 'microsoft', 'customer service', 'english', 'sales', 'communication', 'corporate sales', 'negotiation']",both,428,1.0,3.0,Cairo,5.0
B2B Sales Account Manager,Full Time,on-site,WUZZUF,cairo,28,135.0,10,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Competitive Commission Scheme",Business Development,"['account', 'business-to-business', 'communication', 'customer relationship', 'english', 'sales', 'sales', 'sales target', 'software', 'customer satisfaction', 'customer relations', 'customer support', 'retention', 'b2b sales']",both,428,0.0,7.0,Maadi,13.0
B2B Sales Account Manager,Full Time,on-site,SEOS7,Giza,56,33.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, 20% Commission",Business Development,"['presentations', 'proposals', 'search engine optimization', 'sales']",both,428,2.0,6.0,6th of October,33.0
B2B Sales Account Manager,Full Time,on-site,Deer Advertising,cairo,13,43.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['advertising', 'marketing', 'business-to-business', 'proposals', 'sales', 'sales', 'sales target', 'sales targets', 'b2b sales', 'client relationships', 'negotiation']",both,428,2.0,4.0,Nasr City,43.0
B2B Sales Account Manager,Full Time,on-site,Itechs Group,cairo,25,70.0,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission As Per Company Policy",Business Development,"['business development', 'customer care', 'customer service', 'english', 'sales', 'sales', 'sales target', 'account', 'b2b sales']",both,428,3.0,5.0,Nasr City,35.0
